Date,,Ballston Connector,Ballston Connector Ped IN,Ballston Connector Ped OUT,Ballston Connector Bike IN,Ballston Connector Bike OUT
06/12/2012,00:00,,,,,
06/12/2012,00:15,,,,,
06/12/2012,00:30,,,,,
06/12/2012,00:45,,,,,
06/12/2012,01:00,,,,,
06/12/2012,01:15,,,,,
06/12/2012,01:30,,,,,
06/12/2012,01:45,,,,,
06/12/2012,02:00,,,,,
06/12/2012,02:15,,,,,
06/12/2012,02:30,,,,,
06/12/2012,02:45,,,,,
06/12/2012,03:00,,,,,
06/12/2012,03:15,,,,,
06/12/2012,03:30,,,,,
06/12/2012,03:45,,,,,
06/12/2012,04:00,0,0,0,0,0
06/12/2012,04:15,0,0,0,0,0
06/12/2012,04:30,0,0,0,0,0
06/12/2012,04:45,1,0,0,0,1
06/12/2012,05:00,0,0,0,0,0
06/12/2012,05:15,2,0,0,1,1
06/12/2012,05:30,1,0,0,1,0
06/12/2012,05:45,1,0,0,1,0
06/12/2012,06:00,8,0,0,6,2
06/12/2012,06:15,4,0,0,3,1
06/12/2012,06:30,10,0,0,6,4
06/12/2012,06:45,8,0,0,5,3
06/12/2012,07:00,8,0,0,5,3
06/12/2012,07:15,16,0,0,12,4
06/12/2012,07:30,16,0,0,15,1
06/12/2012,07:45,13,0,0,12,1
06/12/2012,08:00,18,0,0,14,4
06/12/2012,08:15,16,0,0,16,0
06/12/2012,08:30,15,0,0,15,0
06/12/2012,08:45,14,0,0,12,2
06/12/2012,09:00,16,0,0,15,1
06/12/2012,09:15,9,0,0,8,1
06/12/2012,09:30,71,0,0,38,33
06/12/2012,09:45,150,0,0,73,77
06/12/2012,10:00,345,0,0,174,171
06/12/2012,10:15,165,0,0,72,93
06/12/2012,10:30,124,0,0,60,64
06/12/2012,10:45,203,0,0,108,95
06/12/2012,11:00,264,0,0,122,142
06/12/2012,11:15,163,0,0,86,77
06/12/2012,11:30,231,0,0,120,111
06/12/2012,11:45,109,0,0,52,57
06/12/2012,12:00,89,0,0,48,41
06/12/2012,12:15,202,0,0,99,103
06/12/2012,12:30,226,0,0,116,110
06/12/2012,12:45,117,6,1,62,48
06/12/2012,13:00,115,1,2,57,55
06/12/2012,13:15,142,0,3,62,77
06/12/2012,13:30,114,4,3,57,50
06/12/2012,13:45,55,1,0,24,30
06/12/2012,14:00,7,0,0,5,2
06/12/2012,14:15,8,3,2,1,2
06/12/2012,14:30,5,2,2,1,0
06/12/2012,14:45,3,0,0,1,2
06/12/2012,15:00,12,1,3,2,6
06/12/2012,15:15,8,2,1,2,3
06/12/2012,15:30,3,0,0,0,3
06/12/2012,15:45,8,0,1,3,4
06/12/2012,16:00,9,2,5,0,2
06/12/2012,16:15,6,0,1,1,4
06/12/2012,16:30,7,0,2,1,4
06/12/2012,16:45,10,1,4,4,1
06/12/2012,17:00,13,2,4,2,5
06/12/2012,17:15,18,0,8,1,9
06/12/2012,17:30,15,1,4,0,10
06/12/2012,17:45,17,1,5,1,10
06/12/2012,18:00,9,1,0,1,7
06/12/2012,18:15,20,2,7,4,7
06/12/2012,18:30,16,0,7,3,6
06/12/2012,18:45,14,0,5,1,8
06/12/2012,19:00,7,0,3,1,3
06/12/2012,19:15,6,0,3,0,3
06/12/2012,19:30,10,4,3,2,1
06/12/2012,19:45,7,0,3,0,4
06/12/2012,20:00,4,1,1,0,2
06/12/2012,20:15,4,1,1,0,2
06/12/2012,20:30,2,0,0,2,0
06/12/2012,20:45,2,1,1,0,0
06/12/2012,21:00,1,0,1,0,0
06/12/2012,21:15,2,0,1,0,1
06/12/2012,21:30,1,0,0,0,1
06/12/2012,21:45,1,0,0,0,1
06/12/2012,22:00,1,0,0,0,1
06/12/2012,22:15,1,0,1,0,0
06/12/2012,22:30,1,0,1,0,0
06/12/2012,22:45,2,0,1,0,1
06/12/2012,23:00,0,0,0,0,0
06/12/2012,23:15,0,0,0,0,0
06/12/2012,23:30,0,0,0,0,0
06/12/2012,23:45,0,0,0,0,0
07/12/2012,00:00,1,0,0,1,0
07/12/2012,00:15,2,0,1,0,1
07/12/2012,00:30,1,0,0,0,1
07/12/2012,00:45,1,0,1,0,0
07/12/2012,01:00,0,0,0,0,0
07/12/2012,01:15,0,0,0,0,0
07/12/2012,01:30,0,0,0,0,0
07/12/2012,01:45,0,0,0,0,0
07/12/2012,02:00,1,0,1,0,0
07/12/2012,02:15,0,0,0,0,0
07/12/2012,02:30,0,0,0,0,0
07/12/2012,02:45,0,0,0,0,0
07/12/2012,03:00,0,0,0,0,0
07/12/2012,03:15,0,0,0,0,0
07/12/2012,03:30,0,0,0,0,0
07/12/2012,03:45,0,0,0,0,0
07/12/2012,04:00,0,0,0,0,0
07/12/2012,04:15,0,0,0,0,0
07/12/2012,04:30,0,0,0,0,0
07/12/2012,04:45,1,0,0,1,0
07/12/2012,05:00,1,0,0,1,0
07/12/2012,05:15,1,0,0,1,0
07/12/2012,05:30,0,0,0,0,0
07/12/2012,05:45,2,1,0,1,0
07/12/2012,06:00,2,0,0,1,1
07/12/2012,06:15,3,0,1,2,0
07/12/2012,06:30,0,0,0,0,0
07/12/2012,06:45,5,2,0,3,0
07/12/2012,07:00,3,1,0,1,1
07/12/2012,07:15,5,0,0,5,0
07/12/2012,07:30,7,3,0,3,1
07/12/2012,07:45,5,0,0,5,0
07/12/2012,08:00,13,2,1,10,0
07/12/2012,08:15,21,10,0,10,1
07/12/2012,08:30,12,5,0,6,1
07/12/2012,08:45,11,3,0,7,1
07/12/2012,09:00,8,3,0,5,0
07/12/2012,09:15,8,3,0,5,0
07/12/2012,09:30,7,3,1,3,0
07/12/2012,09:45,7,1,1,5,0
07/12/2012,10:00,4,1,0,2,1
07/12/2012,10:15,4,1,1,1,1
07/12/2012,10:30,0,0,0,0,0
07/12/2012,10:45,2,0,0,1,1
07/12/2012,11:00,4,1,0,3,0
07/12/2012,11:15,7,2,1,2,2
07/12/2012,11:30,3,2,0,1,0
07/12/2012,11:45,8,0,0,3,5
07/12/2012,12:00,2,0,0,1,1
07/12/2012,12:15,2,0,1,0,1
07/12/2012,12:30,4,0,0,3,1
07/12/2012,12:45,6,2,0,2,2
07/12/2012,13:00,4,0,0,1,3
07/12/2012,13:15,6,1,2,3,0
07/12/2012,13:30,8,1,1,4,2
07/12/2012,13:45,9,1,1,3,4
07/12/2012,14:00,5,1,2,1,1
07/12/2012,14:15,5,0,2,0,3
07/12/2012,14:30,2,0,0,1,1
07/12/2012,14:45,7,1,4,0,2
07/12/2012,15:00,8,3,0,2,3
07/12/2012,15:15,5,0,0,3,2
07/12/2012,15:30,8,2,3,1,2
07/12/2012,15:45,6,0,1,2,3
07/12/2012,16:00,5,0,1,0,4
07/12/2012,16:15,8,0,2,4,2
07/12/2012,16:30,13,0,1,2,10
07/12/2012,16:45,11,0,2,5,4
07/12/2012,17:00,7,0,2,4,1
07/12/2012,17:15,19,0,7,4,8
07/12/2012,17:30,13,2,3,1,7
07/12/2012,17:45,15,3,5,0,7
07/12/2012,18:00,6,0,1,2,3
07/12/2012,18:15,6,0,1,0,5
07/12/2012,18:30,10,0,5,1,4
07/12/2012,18:45,7,0,3,2,2
07/12/2012,19:00,3,0,1,1,1
07/12/2012,19:15,5,0,1,2,2
07/12/2012,19:30,2,0,1,0,1
07/12/2012,19:45,4,2,0,1,1
07/12/2012,20:00,1,0,1,0,0
07/12/2012,20:15,2,2,0,0,0
07/12/2012,20:30,3,0,2,0,1
07/12/2012,20:45,4,1,1,2,0
07/12/2012,21:00,1,0,0,1,0
07/12/2012,21:15,1,0,0,1,0
07/12/2012,21:30,3,2,0,1,0
07/12/2012,21:45,1,0,0,0,1
07/12/2012,22:00,3,1,1,0,1
07/12/2012,22:15,1,0,0,0,1
07/12/2012,22:30,1,0,0,1,0
07/12/2012,22:45,0,0,0,0,0
07/12/2012,23:00,0,0,0,0,0
07/12/2012,23:15,0,0,0,0,0
07/12/2012,23:30,0,0,0,0,0
07/12/2012,23:45,2,0,0,0,2
08/12/2012,00:00,1,0,1,0,0
08/12/2012,00:15,0,0,0,0,0
08/12/2012,00:30,2,0,0,0,2
08/12/2012,00:45,0,0,0,0,0
08/12/2012,01:00,0,0,0,0,0
08/12/2012,01:15,0,0,0,0,0
08/12/2012,01:30,1,0,0,0,1
08/12/2012,01:45,1,0,1,0,0
08/12/2012,02:00,4,0,3,0,1
08/12/2012,02:15,3,0,1,0,2
08/12/2012,02:30,1,0,1,0,0
08/12/2012,02:45,0,0,0,0,0
08/12/2012,03:00,0,0,0,0,0
08/12/2012,03:15,0,0,0,0,0
08/12/2012,03:30,0,0,0,0,0
08/12/2012,03:45,0,0,0,0,0
08/12/2012,04:00,1,0,1,0,0
08/12/2012,04:15,0,0,0,0,0
08/12/2012,04:30,0,0,0,0,0
08/12/2012,04:45,0,0,0,0,0
08/12/2012,05:00,0,0,0,0,0
08/12/2012,05:15,0,0,0,0,0
08/12/2012,05:30,0,0,0,0,0
08/12/2012,05:45,0,0,0,0,0
08/12/2012,06:00,1,0,0,1,0
08/12/2012,06:15,0,0,0,0,0
08/12/2012,06:30,4,0,0,4,0
08/12/2012,06:45,5,0,1,2,2
08/12/2012,07:00,0,0,0,0,0
08/12/2012,07:15,3,0,0,2,1
08/12/2012,07:30,3,0,1,1,1
08/12/2012,07:45,5,1,1,3,0
08/12/2012,08:00,7,1,1,2,3
08/12/2012,08:15,5,0,0,0,5
08/12/2012,08:30,6,0,2,1,3
08/12/2012,08:45,7,0,0,3,4
08/12/2012,09:00,4,1,0,3,0
08/12/2012,09:15,11,3,2,6,0
08/12/2012,09:30,5,0,0,3,2
08/12/2012,09:45,9,0,2,1,6
08/12/2012,10:00,10,0,3,5,2
08/12/2012,10:15,10,5,2,1,2
08/12/2012,10:30,8,3,0,0,5
08/12/2012,10:45,8,2,1,2,3
08/12/2012,11:00,6,1,1,3,1
08/12/2012,11:15,6,2,2,1,1
08/12/2012,11:30,11,3,3,3,2
08/12/2012,11:45,11,2,5,2,2
08/12/2012,12:00,15,1,3,5,6
08/12/2012,12:15,9,1,0,7,1
08/12/2012,12:30,14,1,3,2,8
08/12/2012,12:45,11,1,4,2,4
08/12/2012,13:00,11,1,1,5,4
08/12/2012,13:15,77,0,5,51,21
08/12/2012,13:30,6,0,2,2,2
08/12/2012,13:45,10,1,0,3,6
08/12/2012,14:00,14,5,3,4,2
08/12/2012,14:15,12,1,3,6,2
08/12/2012,14:30,21,4,5,7,5
08/12/2012,14:45,19,2,7,5,5
08/12/2012,15:00,21,4,6,2,9
08/12/2012,15:15,16,4,2,8,2
08/12/2012,15:30,15,5,5,3,2
08/12/2012,15:45,15,2,0,6,7
08/12/2012,16:00,11,2,3,3,3
08/12/2012,16:15,12,3,1,7,1
08/12/2012,16:30,20,7,0,8,5
08/12/2012,16:45,15,7,0,4,4
08/12/2012,17:00,8,4,1,2,1
08/12/2012,17:15,7,0,1,4,2
08/12/2012,17:30,5,1,1,1,2
08/12/2012,17:45,5,1,1,1,2
08/12/2012,18:00,8,2,1,3,2
08/12/2012,18:15,5,1,0,3,1
08/12/2012,18:30,4,0,1,2,1
08/12/2012,18:45,3,0,0,1,2
08/12/2012,19:00,2,1,0,1,0
08/12/2012,19:15,4,1,1,2,0
08/12/2012,19:30,1,0,0,0,1
08/12/2012,19:45,4,0,1,1,2
08/12/2012,20:00,1,0,0,0,1
08/12/2012,20:15,2,0,0,2,0
08/12/2012,20:30,0,0,0,0,0
08/12/2012,20:45,1,0,0,0,1
08/12/2012,21:00,1,0,1,0,0
08/12/2012,21:15,0,0,0,0,0
08/12/2012,21:30,0,0,0,0,0
08/12/2012,21:45,4,0,0,4,0
08/12/2012,22:00,0,0,0,0,0
08/12/2012,22:15,2,1,0,0,1
08/12/2012,22:30,0,0,0,0,0
08/12/2012,22:45,1,0,0,1,0
08/12/2012,23:00,0,0,0,0,0
08/12/2012,23:15,1,0,0,0,1
08/12/2012,23:30,0,0,0,0,0
08/12/2012,23:45,1,0,0,0,1
09/12/2012,00:00,2,0,0,1,1
09/12/2012,00:15,1,0,1,0,0
09/12/2012,00:30,0,0,0,0,0
09/12/2012,00:45,1,0,0,0,1
09/12/2012,01:00,0,0,0,0,0
09/12/2012,01:15,0,0,0,0,0
09/12/2012,01:30,1,0,0,0,1
09/12/2012,01:45,1,0,1,0,0
09/12/2012,02:00,0,0,0,0,0
09/12/2012,02:15,1,0,1,0,0
09/12/2012,02:30,1,0,1,0,0
09/12/2012,02:45,0,0,0,0,0
09/12/2012,03:00,0,0,0,0,0
09/12/2012,03:15,0,0,0,0,0
09/12/2012,03:30,0,0,0,0,0
09/12/2012,03:45,0,0,0,0,0
09/12/2012,04:00,0,0,0,0,0
09/12/2012,04:15,0,0,0,0,0
09/12/2012,04:30,0,0,0,0,0
09/12/2012,04:45,1,0,0,1,0
09/12/2012,05:00,0,0,0,0,0
09/12/2012,05:15,1,0,0,0,1
09/12/2012,05:30,0,0,0,0,0
09/12/2012,05:45,1,0,0,1,0
09/12/2012,06:00,0,0,0,0,0
09/12/2012,06:15,0,0,0,0,0
09/12/2012,06:30,0,0,0,0,0
09/12/2012,06:45,1,0,0,1,0
09/12/2012,07:00,2,0,0,0,2
09/12/2012,07:15,1,0,0,0,1
09/12/2012,07:30,0,0,0,0,0
09/12/2012,07:45,3,0,0,3,0
09/12/2012,08:00,1,0,0,0,1
09/12/2012,08:15,4,1,0,1,2
09/12/2012,08:30,2,1,0,0,1
09/12/2012,08:45,5,0,0,2,3
09/12/2012,09:00,2,0,0,1,1
09/12/2012,09:15,5,0,0,2,3
09/12/2012,09:30,5,0,0,3,2
09/12/2012,09:45,4,0,0,3,1
09/12/2012,10:00,7,2,0,1,4
09/12/2012,10:15,4,0,0,4,0
09/12/2012,10:30,6,1,0,0,5
09/12/2012,10:45,6,1,0,1,4
09/12/2012,11:00,5,0,0,2,3
09/12/2012,11:15,8,0,1,4,3
09/12/2012,11:30,7,0,0,4,3
09/12/2012,11:45,3,0,0,3,0
09/12/2012,12:00,7,3,0,2,2
09/12/2012,12:15,3,0,0,3,0
09/12/2012,12:30,3,0,0,2,1
09/12/2012,12:45,10,2,0,5,3
09/12/2012,13:00,3,0,1,2,0
09/12/2012,13:15,9,2,2,3,2
09/12/2012,13:30,5,0,0,2,3
09/12/2012,13:45,8,0,0,4,4
09/12/2012,14:00,4,0,0,2,2
09/12/2012,14:15,3,0,2,1,0
09/12/2012,14:30,11,1,1,8,1
09/12/2012,14:45,8,1,4,2,1
09/12/2012,15:00,4,1,0,2,1
09/12/2012,15:15,3,0,1,1,1
09/12/2012,15:30,6,2,1,2,1
09/12/2012,15:45,1,0,0,1,0
09/12/2012,16:00,1,0,0,0,1
09/12/2012,16:15,5,1,1,1,2
09/12/2012,16:30,2,0,0,1,1
09/12/2012,16:45,5,0,1,1,3
09/12/2012,17:00,4,1,1,1,1
09/12/2012,17:15,2,0,0,1,1
09/12/2012,17:30,2,0,0,1,1
09/12/2012,17:45,5,0,0,4,1
09/12/2012,18:00,1,0,1,0,0
09/12/2012,18:15,3,0,1,0,2
09/12/2012,18:30,1,0,0,1,0
09/12/2012,18:45,1,0,1,0,0
09/12/2012,19:00,1,0,0,0,1
09/12/2012,19:15,0,0,0,0,0
09/12/2012,19:30,5,0,0,3,2
09/12/2012,19:45,5,2,0,1,2
09/12/2012,20:00,0,0,0,0,0
09/12/2012,20:15,0,0,0,0,0
09/12/2012,20:30,0,0,0,0,0
09/12/2012,20:45,0,0,0,0,0
09/12/2012,21:00,0,0,0,0,0
09/12/2012,21:15,0,0,0,0,0
09/12/2012,21:30,1,0,0,0,1
09/12/2012,21:45,0,0,0,0,0
09/12/2012,22:00,1,0,0,0,1
09/12/2012,22:15,1,0,0,0,1
09/12/2012,22:30,0,0,0,0,0
09/12/2012,22:45,0,0,0,0,0
09/12/2012,23:00,0,0,0,0,0
09/12/2012,23:15,0,0,0,0,0
09/12/2012,23:30,0,0,0,0,0
09/12/2012,23:45,0,0,0,0,0
10/12/2012,00:00,0,0,0,0,0
10/12/2012,00:15,0,0,0,0,0
10/12/2012,00:30,0,0,0,0,0
10/12/2012,00:45,0,0,0,0,0
10/12/2012,01:00,0,0,0,0,0
10/12/2012,01:15,1,0,1,0,0
10/12/2012,01:30,0,0,0,0,0
10/12/2012,01:45,0,0,0,0,0
10/12/2012,02:00,1,0,0,0,1
10/12/2012,02:15,0,0,0,0,0
10/12/2012,02:30,0,0,0,0,0
10/12/2012,02:45,0,0,0,0,0
10/12/2012,03:00,0,0,0,0,0
10/12/2012,03:15,0,0,0,0,0
10/12/2012,03:30,0,0,0,0,0
10/12/2012,03:45,0,0,0,0,0
10/12/2012,04:00,0,0,0,0,0
10/12/2012,04:15,0,0,0,0,0
10/12/2012,04:30,0,0,0,0,0
10/12/2012,04:45,0,0,0,0,0
10/12/2012,05:00,1,0,0,1,0
10/12/2012,05:15,1,0,0,1,0
10/12/2012,05:30,4,1,0,2,1
10/12/2012,05:45,2,0,0,2,0
10/12/2012,06:00,2,1,0,1,0
10/12/2012,06:15,4,0,2,1,1
10/12/2012,06:30,3,1,0,2,0
10/12/2012,06:45,3,2,0,0,1
10/12/2012,07:00,7,2,0,4,1
10/12/2012,07:15,10,1,0,9,0
10/12/2012,07:30,9,3,0,5,1
10/12/2012,07:45,14,6,1,7,0
10/12/2012,08:00,11,1,0,10,0
10/12/2012,08:15,15,6,1,6,2
10/12/2012,08:30,15,3,0,11,1
10/12/2012,08:45,18,4,1,12,1
10/12/2012,09:00,10,4,0,5,1
10/12/2012,09:15,9,1,0,8,0
10/12/2012,09:30,4,4,0,0,0
10/12/2012,09:45,6,4,1,1,0
10/12/2012,10:00,4,0,0,3,1
10/12/2012,10:15,4,2,0,2,0
10/12/2012,10:30,5,2,0,1,2
10/12/2012,10:45,2,0,0,2,0
10/12/2012,11:00,5,0,0,4,1
10/12/2012,11:15,7,0,0,4,3
10/12/2012,11:30,9,1,1,1,6
10/12/2012,11:45,3,0,0,2,1
10/12/2012,12:00,7,0,1,2,4
10/12/2012,12:15,13,1,1,5,6
10/12/2012,12:30,9,2,1,3,3
10/12/2012,12:45,7,0,2,2,3
10/12/2012,13:00,5,1,1,3,0
10/12/2012,13:15,9,0,0,4,5
10/12/2012,13:30,6,0,0,3,3
10/12/2012,13:45,7,0,0,5,2
10/12/2012,14:00,2,0,0,0,2
10/12/2012,14:15,2,1,0,0,1
10/12/2012,14:30,7,1,0,2,4
10/12/2012,14:45,4,0,0,1,3
10/12/2012,15:00,9,0,1,4,4
10/12/2012,15:15,10,3,2,3,2
10/12/2012,15:30,4,1,0,2,1
10/12/2012,15:45,8,0,2,0,6
10/12/2012,16:00,16,0,4,2,10
10/12/2012,16:15,5,0,1,2,2
10/12/2012,16:30,15,0,2,4,9
10/12/2012,16:45,12,3,5,2,2
10/12/2012,17:00,13,1,2,5,5
10/12/2012,17:15,9,0,1,1,7
10/12/2012,17:30,11,2,3,3,3
10/12/2012,17:45,15,3,5,2,5
10/12/2012,18:00,15,0,4,0,11
10/12/2012,18:15,10,0,2,1,7
10/12/2012,18:30,9,3,2,1,3
10/12/2012,18:45,9,0,2,0,7
10/12/2012,19:00,14,0,3,4,7
10/12/2012,19:15,6,2,0,2,2
10/12/2012,19:30,4,0,2,0,2
10/12/2012,19:45,2,0,0,0,2
10/12/2012,20:00,3,0,1,0,2
10/12/2012,20:15,4,2,0,0,2
10/12/2012,20:30,3,1,1,1,0
10/12/2012,20:45,1,0,1,0,0
10/12/2012,21:00,6,0,1,2,3
10/12/2012,21:15,4,1,2,1,0
10/12/2012,21:30,0,0,0,0,0
10/12/2012,21:45,2,0,2,0,0
10/12/2012,22:00,0,0,0,0,0
10/12/2012,22:15,3,2,1,0,0
10/12/2012,22:30,2,0,1,1,0
10/12/2012,22:45,0,0,0,0,0
10/12/2012,23:00,0,0,0,0,0
10/12/2012,23:15,0,0,0,0,0
10/12/2012,23:30,1,1,0,0,0
10/12/2012,23:45,0,0,0,0,0
11/12/2012,00:00,0,0,0,0,0
11/12/2012,00:15,0,0,0,0,0
11/12/2012,00:30,1,0,1,0,0
11/12/2012,00:45,0,0,0,0,0
11/12/2012,01:00,1,1,0,0,0
11/12/2012,01:15,0,0,0,0,0
11/12/2012,01:30,0,0,0,0,0
11/12/2012,01:45,0,0,0,0,0
11/12/2012,02:00,0,0,0,0,0
11/12/2012,02:15,0,0,0,0,0
11/12/2012,02:30,1,0,0,0,1
11/12/2012,02:45,0,0,0,0,0
11/12/2012,03:00,0,0,0,0,0
11/12/2012,03:15,0,0,0,0,0
11/12/2012,03:30,0,0,0,0,0
11/12/2012,03:45,0,0,0,0,0
11/12/2012,04:00,0,0,0,0,0
11/12/2012,04:15,0,0,0,0,0
11/12/2012,04:30,0,0,0,0,0
11/12/2012,04:45,0,0,0,0,0
11/12/2012,05:00,0,0,0,0,0
11/12/2012,05:15,3,1,1,0,1
11/12/2012,05:30,0,0,0,0,0
11/12/2012,05:45,3,2,1,0,0
11/12/2012,06:00,7,6,1,0,0
11/12/2012,06:15,3,2,0,1,0
11/12/2012,06:30,4,0,4,0,0
11/12/2012,06:45,6,2,1,2,1
11/12/2012,07:00,10,6,3,1,0
11/12/2012,07:15,9,6,2,1,0
11/12/2012,07:30,24,15,2,6,1
11/12/2012,07:45,16,8,2,4,2
11/12/2012,08:00,17,12,2,3,0
11/12/2012,08:15,32,17,1,13,1
11/12/2012,08:30,18,8,2,7,1
11/12/2012,08:45,23,13,0,10,0
11/12/2012,09:00,12,4,0,7,1
11/12/2012,09:15,17,7,4,5,1
11/12/2012,09:30,6,2,2,2,0
11/12/2012,09:45,10,6,2,2,0
11/12/2012,10:00,4,2,1,1,0
11/12/2012,10:15,5,0,2,2,1
11/12/2012,10:30,7,6,0,1,0
11/12/2012,10:45,1,0,0,0,1
11/12/2012,11:00,4,2,1,1,0
11/12/2012,11:15,4,3,0,0,1
11/12/2012,11:30,7,2,3,2,0
11/12/2012,11:45,8,1,6,0,1
11/12/2012,12:00,3,2,1,0,0
11/12/2012,12:15,8,3,4,1,0
11/12/2012,12:30,3,1,2,0,0
11/12/2012,12:45,8,1,3,3,1
11/12/2012,13:00,9,2,5,1,1
11/12/2012,13:15,5,5,0,0,0
11/12/2012,13:30,4,1,3,0,0
11/12/2012,13:45,5,2,1,2,0
11/12/2012,14:00,1,1,0,0,0
11/12/2012,14:15,1,0,1,0,0
11/12/2012,14:30,1,1,0,0,0
11/12/2012,14:45,3,2,0,0,1
11/12/2012,15:00,3,1,0,2,0
11/12/2012,15:15,5,2,3,0,0
11/12/2012,15:30,8,3,3,2,0
11/12/2012,15:45,11,1,5,1,4
11/12/2012,16:00,6,1,2,0,3
11/12/2012,16:15,9,3,4,0,2
11/12/2012,16:30,12,4,5,2,1
11/12/2012,16:45,13,4,0,4,5
11/12/2012,17:00,17,3,7,3,4
11/12/2012,17:15,21,6,8,1,6
11/12/2012,17:30,18,1,5,4,8
11/12/2012,17:45,18,2,6,0,10
11/12/2012,18:00,21,1,12,3,5
11/12/2012,18:15,20,1,8,1,10
11/12/2012,18:30,10,2,5,0,3
11/12/2012,18:45,14,1,6,2,5
11/12/2012,19:00,10,2,5,0,3
11/12/2012,19:15,6,3,3,0,0
11/12/2012,19:30,4,0,1,0,3
11/12/2012,19:45,5,0,3,0,2
11/12/2012,20:00,4,1,3,0,0
11/12/2012,20:15,2,1,1,0,0
11/12/2012,20:30,2,0,1,0,1
11/12/2012,20:45,4,1,1,0,2
11/12/2012,21:00,0,0,0,0,0
11/12/2012,21:15,2,0,0,0,2
11/12/2012,21:30,1,0,1,0,0
11/12/2012,21:45,3,0,1,0,2
11/12/2012,22:00,1,0,1,0,0
11/12/2012,22:15,3,2,1,0,0
11/12/2012,22:30,1,0,1,0,0
11/12/2012,22:45,1,0,1,0,0
11/12/2012,23:00,1,0,0,0,1
11/12/2012,23:15,0,0,0,0,0
11/12/2012,23:30,0,0,0,0,0
11/12/2012,23:45,1,1,0,0,0
12/12/2012,00:00,0,0,0,0,0
12/12/2012,00:15,0,0,0,0,0
12/12/2012,00:30,0,0,0,0,0
12/12/2012,00:45,0,0,0,0,0
12/12/2012,01:00,0,0,0,0,0
12/12/2012,01:15,0,0,0,0,0
12/12/2012,01:30,0,0,0,0,0
12/12/2012,01:45,0,0,0,0,0
12/12/2012,02:00,0,0,0,0,0
12/12/2012,02:15,0,0,0,0,0
12/12/2012,02:30,0,0,0,0,0
12/12/2012,02:45,0,0,0,0,0
12/12/2012,03:00,0,0,0,0,0
12/12/2012,03:15,0,0,0,0,0
12/12/2012,03:30,0,0,0,0,0
12/12/2012,03:45,0,0,0,0,0
12/12/2012,04:00,0,0,0,0,0
12/12/2012,04:15,0,0,0,0,0
12/12/2012,04:30,1,0,1,0,0
12/12/2012,04:45,0,0,0,0,0
12/12/2012,05:00,1,1,0,0,0
12/12/2012,05:15,3,3,0,0,0
12/12/2012,05:30,1,0,1,0,0
12/12/2012,05:45,5,2,1,2,0
12/12/2012,06:00,3,2,0,0,1
12/12/2012,06:15,7,4,1,0,2
12/12/2012,06:30,5,2,2,0,1
12/12/2012,06:45,6,1,3,2,0
12/12/2012,07:00,11,8,2,1,0
12/12/2012,07:15,19,8,2,7,2
12/12/2012,07:30,12,5,1,3,3
12/12/2012,07:45,17,10,0,5,2
12/12/2012,08:00,18,14,0,3,1
12/12/2012,08:15,19,9,2,7,1
12/12/2012,08:30,20,11,0,8,1
12/12/2012,08:45,13,8,1,3,1
12/12/2012,09:00,9,7,1,1,0
12/12/2012,09:15,5,2,0,3,0
12/12/2012,09:30,10,4,1,4,1
12/12/2012,09:45,5,2,0,2,1
12/12/2012,10:00,3,1,0,1,1
12/12/2012,10:15,3,1,0,1,1
