Date,,Ballston Connector,Ballston Connector Ped IN,Ballston Connector Ped OUT,Ballston Connector Bike IN,Ballston Connector Bike OUT
12/12/2012,10:30,10,7,2,1,0
12/12/2012,10:45,4,1,1,2,0
12/12/2012,11:00,3,3,0,0,0
12/12/2012,11:15,6,2,3,1,0
12/12/2012,11:30,5,2,2,1,0
12/12/2012,11:45,8,3,3,2,0
12/12/2012,12:00,5,1,2,1,1
12/12/2012,12:15,6,4,2,0,0
12/12/2012,12:30,8,4,4,0,0
12/12/2012,12:45,6,3,3,0,0
12/12/2012,13:00,4,1,2,1,0
12/12/2012,13:15,10,1,9,0,0
12/12/2012,13:30,6,1,4,1,0
12/12/2012,13:45,9,4,4,0,1
12/12/2012,14:00,4,2,2,0,0
12/12/2012,14:15,3,0,2,0,1
12/12/2012,14:30,2,1,1,0,0
12/12/2012,14:45,3,1,1,0,1
12/12/2012,15:00,5,0,4,0,1
12/12/2012,15:15,3,0,3,0,0
12/12/2012,15:30,4,2,2,0,0
12/12/2012,15:45,5,0,4,1,0
12/12/2012,16:00,6,1,2,1,2
12/12/2012,16:15,9,0,6,1,2
12/12/2012,16:30,12,4,6,1,1
12/12/2012,16:45,15,3,3,4,5
12/12/2012,17:00,8,2,3,1,2
12/12/2012,17:15,13,2,6,2,3
12/12/2012,17:30,11,0,5,1,5
12/12/2012,17:45,22,3,6,3,10
12/12/2012,18:00,16,4,9,0,3
12/12/2012,18:15,14,4,6,1,3
12/12/2012,18:30,9,0,6,0,3
12/12/2012,18:45,9,2,4,0,3
12/12/2012,19:00,31,19,7,1,4
12/12/2012,19:15,9,4,3,0,2
12/12/2012,19:30,8,0,4,1,3
12/12/2012,19:45,4,0,2,0,2
12/12/2012,20:00,4,1,2,0,1
12/12/2012,20:15,4,0,3,0,1
12/12/2012,20:30,6,2,3,0,1
12/12/2012,20:45,4,0,2,0,2
12/12/2012,21:00,7,1,0,2,4
12/12/2012,21:15,1,0,1,0,0
12/12/2012,21:30,2,0,0,0,2
12/12/2012,21:45,2,0,0,2,0
12/12/2012,22:00,1,0,1,0,0
12/12/2012,22:15,0,0,0,0,0
12/12/2012,22:30,4,1,1,0,2
12/12/2012,22:45,0,0,0,0,0
12/12/2012,23:00,0,0,0,0,0
12/12/2012,23:15,0,0,0,0,0
12/12/2012,23:30,0,0,0,0,0
12/12/2012,23:45,1,0,0,0,1
13/12/2012,00:00,1,0,1,0,0
13/12/2012,00:15,0,0,0,0,0
13/12/2012,00:30,0,0,0,0,0
13/12/2012,00:45,0,0,0,0,0
13/12/2012,01:00,1,0,0,0,1
13/12/2012,01:15,0,0,0,0,0
13/12/2012,01:30,0,0,0,0,0
13/12/2012,01:45,0,0,0,0,0
13/12/2012,02:00,0,0,0,0,0
13/12/2012,02:15,0,0,0,0,0
13/12/2012,02:30,0,0,0,0,0
13/12/2012,02:45,0,0,0,0,0
13/12/2012,03:00,0,0,0,0,0
13/12/2012,03:15,0,0,0,0,0
13/12/2012,03:30,0,0,0,0,0
13/12/2012,03:45,0,0,0,0,0
13/12/2012,04:00,0,0,0,0,0
13/12/2012,04:15,0,0,0,0,0
13/12/2012,04:30,0,0,0,0,0
13/12/2012,04:45,0,0,0,0,0
13/12/2012,05:00,0,0,0,0,0
13/12/2012,05:15,0,0,0,0,0
13/12/2012,05:30,0,0,0,0,0
13/12/2012,05:45,4,1,2,1,0
13/12/2012,06:00,3,2,1,0,0
13/12/2012,06:15,7,3,3,1,0
13/12/2012,06:30,3,1,0,2,0
13/12/2012,06:45,9,5,2,1,1
13/12/2012,07:00,5,3,2,0,0
13/12/2012,07:15,13,5,2,4,2
13/12/2012,07:30,10,4,0,6,0
13/12/2012,07:45,12,7,0,3,2
13/12/2012,08:00,19,12,1,5,1
13/12/2012,08:15,14,7,0,7,0
13/12/2012,08:30,19,12,0,6,1
13/12/2012,08:45,12,8,1,3,0
13/12/2012,09:00,17,9,1,7,0
13/12/2012,09:15,9,5,1,1,2
13/12/2012,09:30,10,4,2,3,1
13/12/2012,09:45,6,6,0,0,0
13/12/2012,10:00,4,3,0,1,0
13/12/2012,10:15,4,3,0,0,1
13/12/2012,10:30,5,3,0,2,0
13/12/2012,10:45,3,0,2,0,1
13/12/2012,11:00,6,1,3,1,1
13/12/2012,11:15,5,3,1,0,1
13/12/2012,11:30,4,1,1,1,1
13/12/2012,11:45,5,3,2,0,0
13/12/2012,12:00,5,0,2,1,2
13/12/2012,12:15,5,2,3,0,0
13/12/2012,12:30,9,4,3,2,0
13/12/2012,12:45,7,3,1,3,0
13/12/2012,13:00,11,5,5,0,1
13/12/2012,13:15,1,0,0,0,1
13/12/2012,13:30,10,5,5,0,0
13/12/2012,13:45,5,1,1,1,2
13/12/2012,14:00,4,1,1,1,1
13/12/2012,14:15,10,2,2,2,4
13/12/2012,14:30,10,2,4,0,4
13/12/2012,14:45,8,3,3,2,0
13/12/2012,15:00,5,2,1,1,1
13/12/2012,15:15,11,2,6,1,2
13/12/2012,15:30,6,0,3,1,2
13/12/2012,15:45,9,3,3,0,3
13/12/2012,16:00,9,2,5,0,2
13/12/2012,16:15,11,4,2,4,1
13/12/2012,16:30,10,2,5,0,3
13/12/2012,16:45,8,1,4,2,1
13/12/2012,17:00,12,1,3,2,6
13/12/2012,17:15,14,2,8,1,3
13/12/2012,17:30,16,2,7,0,7
13/12/2012,17:45,11,1,2,1,7
13/12/2012,18:00,16,2,8,0,6
13/12/2012,18:15,5,0,2,0,3
13/12/2012,18:30,11,1,6,0,4
13/12/2012,18:45,11,0,5,2,4
13/12/2012,19:00,8,2,4,0,2
13/12/2012,19:15,2,0,2,0,0
13/12/2012,19:30,7,3,2,0,2
13/12/2012,19:45,5,2,1,1,1
13/12/2012,20:00,2,0,1,1,0
13/12/2012,20:15,5,1,3,0,1
13/12/2012,20:30,6,2,2,0,2
13/12/2012,20:45,2,1,1,0,0
13/12/2012,21:00,0,0,0,0,0
13/12/2012,21:15,2,1,0,0,1
13/12/2012,21:30,1,0,0,0,1
13/12/2012,21:45,0,0,0,0,0
13/12/2012,22:00,0,0,0,0,0
13/12/2012,22:15,0,0,0,0,0
13/12/2012,22:30,0,0,0,0,0
13/12/2012,22:45,3,1,2,0,0
13/12/2012,23:00,1,0,1,0,0
13/12/2012,23:15,0,0,0,0,0
13/12/2012,23:30,0,0,0,0,0
13/12/2012,23:45,1,0,0,0,1
14/12/2012,00:00,2,0,2,0,0
14/12/2012,00:15,0,0,0,0,0
14/12/2012,00:30,0,0,0,0,0
14/12/2012,00:45,1,0,0,0,1
14/12/2012,01:00,0,0,0,0,0
14/12/2012,01:15,0,0,0,0,0
14/12/2012,01:30,0,0,0,0,0
14/12/2012,01:45,0,0,0,0,0
14/12/2012,02:00,0,0,0,0,0
14/12/2012,02:15,2,0,1,0,1
14/12/2012,02:30,0,0,0,0,0
14/12/2012,02:45,0,0,0,0,0
14/12/2012,03:00,0,0,0,0,0
14/12/2012,03:15,0,0,0,0,0
14/12/2012,03:30,0,0,0,0,0
14/12/2012,03:45,0,0,0,0,0
14/12/2012,04:00,0,0,0,0,0
14/12/2012,04:15,0,0,0,0,0
14/12/2012,04:30,0,0,0,0,0
14/12/2012,04:45,0,0,0,0,0
14/12/2012,05:00,1,0,1,0,0
14/12/2012,05:15,2,1,1,0,0
14/12/2012,05:30,1,1,0,0,0
14/12/2012,05:45,4,1,1,2,0
14/12/2012,06:00,5,4,0,0,1
14/12/2012,06:15,6,3,0,2,1
14/12/2012,06:30,2,0,2,0,0
14/12/2012,06:45,1,0,1,0,0
14/12/2012,07:00,10,3,3,2,2
14/12/2012,07:15,7,5,2,0,0
14/12/2012,07:30,14,5,0,7,2
14/12/2012,07:45,15,10,1,3,1
14/12/2012,08:00,13,4,1,4,4
14/12/2012,08:15,14,9,0,5,0
14/12/2012,08:30,11,8,1,1,1
14/12/2012,08:45,14,7,1,4,2
14/12/2012,09:00,14,8,2,2,2
14/12/2012,09:15,11,3,0,7,1
14/12/2012,09:30,6,2,0,3,1
14/12/2012,09:45,6,3,1,2,0
14/12/2012,10:00,6,1,1,3,1
14/12/2012,10:15,6,3,0,3,0
14/12/2012,10:30,2,1,1,0,0
14/12/2012,10:45,3,2,0,0,1
14/12/2012,11:00,9,4,3,2,0
14/12/2012,11:15,6,4,1,1,0
14/12/2012,11:30,2,2,0,0,0
14/12/2012,11:45,4,0,1,3,0
14/12/2012,12:00,9,6,0,1,2
14/12/2012,12:15,5,3,2,0,0
14/12/2012,12:30,4,0,4,0,0
14/12/2012,12:45,10,7,0,2,1
14/12/2012,13:00,4,1,0,2,1
14/12/2012,13:15,10,5,2,0,3
14/12/2012,13:30,7,2,3,2,0
14/12/2012,13:45,5,1,2,2,0
14/12/2012,14:00,7,3,2,1,1
14/12/2012,14:15,7,2,2,1,2
14/12/2012,14:30,11,0,6,3,2
14/12/2012,14:45,5,0,0,0,5
14/12/2012,15:00,10,1,4,2,3
14/12/2012,15:15,7,3,2,1,1
14/12/2012,15:30,8,1,2,2,3
14/12/2012,15:45,8,2,4,0,2
14/12/2012,16:00,9,3,5,0,1
14/12/2012,16:15,13,0,7,0,6
14/12/2012,16:30,13,5,2,1,5
14/12/2012,16:45,16,5,4,3,4
14/12/2012,17:00,16,2,5,1,8
14/12/2012,17:15,11,1,6,1,3
14/12/2012,17:30,13,1,4,4,4
14/12/2012,17:45,15,3,5,1,6
14/12/2012,18:00,11,0,4,2,5
14/12/2012,18:15,9,2,4,1,2
14/12/2012,18:30,15,4,6,2,3
14/12/2012,18:45,6,1,4,0,1
14/12/2012,19:00,6,2,2,1,1
14/12/2012,19:15,6,0,3,1,2
14/12/2012,19:30,5,3,0,0,2
14/12/2012,19:45,2,2,0,0,0
14/12/2012,20:00,3,1,1,1,0
14/12/2012,20:15,0,0,0,0,0
14/12/2012,20:30,1,1,0,0,0
14/12/2012,20:45,1,0,0,0,1
14/12/2012,21:00,6,1,4,1,0
14/12/2012,21:15,3,2,1,0,0
14/12/2012,21:30,2,0,1,0,1
14/12/2012,21:45,1,1,0,0,0
14/12/2012,22:00,1,0,0,0,1
14/12/2012,22:15,0,0,0,0,0
14/12/2012,22:30,1,0,0,0,1
14/12/2012,22:45,0,0,0,0,0
14/12/2012,23:00,1,0,1,0,0
14/12/2012,23:15,3,0,0,0,3
14/12/2012,23:30,0,0,0,0,0
14/12/2012,23:45,1,0,0,1,0
15/12/2012,00:00,1,1,0,0,0
15/12/2012,00:15,1,1,0,0,0
15/12/2012,00:30,0,0,0,0,0
15/12/2012,00:45,0,0,0,0,0
15/12/2012,01:00,1,1,0,0,0
15/12/2012,01:15,0,0,0,0,0
15/12/2012,01:30,0,0,0,0,0
15/12/2012,01:45,0,0,0,0,0
15/12/2012,02:00,0,0,0,0,0
15/12/2012,02:15,0,0,0,0,0
15/12/2012,02:30,0,0,0,0,0
15/12/2012,02:45,0,0,0,0,0
15/12/2012,03:00,0,0,0,0,0
15/12/2012,03:15,1,0,1,0,0
15/12/2012,03:30,2,0,2,0,0
15/12/2012,03:45,1,0,1,0,0
15/12/2012,04:00,0,0,0,0,0
15/12/2012,04:15,0,0,0,0,0
15/12/2012,04:30,0,0,0,0,0
15/12/2012,04:45,0,0,0,0,0
15/12/2012,05:00,0,0,0,0,0
15/12/2012,05:15,0,0,0,0,0
15/12/2012,05:30,0,0,0,0,0
15/12/2012,05:45,0,0,0,0,0
15/12/2012,06:00,0,0,0,0,0
15/12/2012,06:15,1,0,1,0,0
15/12/2012,06:30,8,6,2,0,0
15/12/2012,06:45,5,4,1,0,0
15/12/2012,07:00,6,3,2,1,0
15/12/2012,07:15,15,11,4,0,0
15/12/2012,07:30,5,4,1,0,0
15/12/2012,07:45,6,3,2,0,1
15/12/2012,08:00,3,0,1,0,2
15/12/2012,08:15,8,4,3,0,1
15/12/2012,08:30,6,2,2,2,0
15/12/2012,08:45,2,1,0,1,0
15/12/2012,09:00,6,1,2,1,2
15/12/2012,09:15,5,2,2,1,0
15/12/2012,09:30,6,0,3,1,2
15/12/2012,09:45,4,1,3,0,0
15/12/2012,10:00,9,1,2,3,3
15/12/2012,10:15,8,5,2,1,0
15/12/2012,10:30,4,3,1,0,0
15/12/2012,10:45,5,1,2,0,2
15/12/2012,11:00,13,8,0,3,2
15/12/2012,11:15,11,5,4,0,2
15/12/2012,11:30,8,1,5,2,0
15/12/2012,11:45,14,5,4,3,2
15/12/2012,12:00,12,1,2,4,5
15/12/2012,12:15,16,3,4,3,6
15/12/2012,12:30,19,6,7,2,4
15/12/2012,12:45,12,3,7,1,1
15/12/2012,13:00,14,5,5,2,2
15/12/2012,13:15,10,5,2,1,2
15/12/2012,13:30,9,2,4,1,2
15/12/2012,13:45,10,3,4,0,3
15/12/2012,14:00,13,8,0,1,4
15/12/2012,14:15,5,2,2,1,0
15/12/2012,14:30,7,1,3,2,1
15/12/2012,14:45,10,2,4,1,3
15/12/2012,15:00,8,4,4,0,0
15/12/2012,15:15,25,3,9,5,8
15/12/2012,15:30,6,3,1,0,2
15/12/2012,15:45,6,0,3,1,2
15/12/2012,16:00,6,2,2,1,1
15/12/2012,16:15,7,1,4,1,1
15/12/2012,16:30,6,3,0,1,2
15/12/2012,16:45,9,2,4,1,2
15/12/2012,17:00,8,2,3,3,0
15/12/2012,17:15,6,2,1,1,2
15/12/2012,17:30,6,4,1,1,0
15/12/2012,17:45,2,0,1,1,0
15/12/2012,18:00,2,1,0,1,0
15/12/2012,18:15,0,0,0,0,0
15/12/2012,18:30,1,0,0,0,1
15/12/2012,18:45,0,0,0,0,0
15/12/2012,19:00,1,0,1,0,0
15/12/2012,19:15,4,2,1,1,0
15/12/2012,19:30,3,2,1,0,0
15/12/2012,19:45,6,6,0,0,0
15/12/2012,20:00,2,1,1,0,0
15/12/2012,20:15,0,0,0,0,0
15/12/2012,20:30,0,0,0,0,0
15/12/2012,20:45,2,2,0,0,0
15/12/2012,21:00,1,1,0,0,0
15/12/2012,21:15,3,1,2,0,0
15/12/2012,21:30,0,0,0,0,0
15/12/2012,21:45,0,0,0,0,0
15/12/2012,22:00,1,0,0,0,1
15/12/2012,22:15,2,2,0,0,0
15/12/2012,22:30,0,0,0,0,0
15/12/2012,22:45,1,0,0,0,1
15/12/2012,23:00,0,0,0,0,0
15/12/2012,23:15,1,0,1,0,0
15/12/2012,23:30,0,0,0,0,0
15/12/2012,23:45,1,0,1,0,0
16/12/2012,00:00,1,0,0,0,1
16/12/2012,00:15,1,1,0,0,0
16/12/2012,00:30,0,0,0,0,0
16/12/2012,00:45,0,0,0,0,0
16/12/2012,01:00,0,0,0,0,0
16/12/2012,01:15,1,0,1,0,0
16/12/2012,01:30,1,0,1,0,0
16/12/2012,01:45,0,0,0,0,0
16/12/2012,02:00,0,0,0,0,0
16/12/2012,02:15,0,0,0,0,0
16/12/2012,02:30,2,0,2,0,0
16/12/2012,02:45,0,0,0,0,0
16/12/2012,03:00,0,0,0,0,0
16/12/2012,03:15,1,0,0,0,1
16/12/2012,03:30,0,0,0,0,0
16/12/2012,03:45,1,0,0,0,1
16/12/2012,04:00,1,1,0,0,0
16/12/2012,04:15,0,0,0,0,0
16/12/2012,04:30,0,0,0,0,0
16/12/2012,04:45,0,0,0,0,0
16/12/2012,05:00,0,0,0,0,0
16/12/2012,05:15,0,0,0,0,0
16/12/2012,05:30,0,0,0,0,0
16/12/2012,05:45,0,0,0,0,0
16/12/2012,06:00,0,0,0,0,0
16/12/2012,06:15,0,0,0,0,0
16/12/2012,06:30,1,0,1,0,0
16/12/2012,06:45,0,0,0,0,0
16/12/2012,07:00,2,1,1,0,0
16/12/2012,07:15,3,3,0,0,0
16/12/2012,07:30,2,1,0,1,0
16/12/2012,07:45,0,0,0,0,0
16/12/2012,08:00,0,0,0,0,0
16/12/2012,08:15,5,2,1,2,0
16/12/2012,08:30,8,0,8,0,0
16/12/2012,08:45,10,4,5,0,1
16/12/2012,09:00,5,3,2,0,0
16/12/2012,09:15,8,4,3,0,1
16/12/2012,09:30,6,1,4,1,0
16/12/2012,09:45,9,5,4,0,0
16/12/2012,10:00,12,6,4,2,0
16/12/2012,10:15,5,4,0,1,0
16/12/2012,10:30,10,5,3,1,1
16/12/2012,10:45,7,3,2,2,0
16/12/2012,11:00,12,1,7,3,1
16/12/2012,11:15,6,4,2,0,0
16/12/2012,11:30,13,4,6,1,2
16/12/2012,11:45,8,3,1,0,4
16/12/2012,12:00,9,6,1,2,0
16/12/2012,12:15,4,3,1,0,0
16/12/2012,12:30,1,0,1,0,0
16/12/2012,12:45,17,7,3,6,1
16/12/2012,13:00,15,5,4,2,4
16/12/2012,13:15,11,2,3,3,3
16/12/2012,13:30,5,2,2,0,1
16/12/2012,13:45,4,1,1,1,1
16/12/2012,14:00,8,4,1,3,0
16/12/2012,14:15,4,0,3,1,0
16/12/2012,14:30,3,1,1,1,0
16/12/2012,14:45,8,4,1,2,1
16/12/2012,15:00,7,3,1,0,3
16/12/2012,15:15,9,6,2,1,0
16/12/2012,15:30,9,3,4,1,1
16/12/2012,15:45,4,3,1,0,0
16/12/2012,16:00,6,0,3,2,1
16/12/2012,16:15,17,9,5,1,2
16/12/2012,16:30,8,3,4,1,0
16/12/2012,16:45,5,2,3,0,0
16/12/2012,17:00,3,2,1,0,0
16/12/2012,17:15,5,3,2,0,0
16/12/2012,17:30,2,2,0,0,0
16/12/2012,17:45,4,1,0,1,2
16/12/2012,18:00,3,1,2,0,0
16/12/2012,18:15,2,1,0,0,1
16/12/2012,18:30,1,0,0,0,1
16/12/2012,18:45,1,0,0,1,0
16/12/2012,19:00,1,0,0,0,1
16/12/2012,19:15,1,0,1,0,0
16/12/2012,19:30,2,1,1,0,0
16/12/2012,19:45,1,0,1,0,0
16/12/2012,20:00,1,1,0,0,0
16/12/2012,20:15,2,1,1,0,0
16/12/2012,20:30,2,1,0,0,1
16/12/2012,20:45,2,1,1,0,0
16/12/2012,21:00,0,0,0,0,0
16/12/2012,21:15,0,0,0,0,0
16/12/2012,21:30,0,0,0,0,0
16/12/2012,21:45,0,0,0,0,0
16/12/2012,22:00,0,0,0,0,0
16/12/2012,22:15,0,0,0,0,0
16/12/2012,22:30,0,0,0,0,0
16/12/2012,22:45,1,0,1,0,0
16/12/2012,23:00,1,0,1,0,0
16/12/2012,23:15,0,0,0,0,0
16/12/2012,23:30,0,0,0,0,0
16/12/2012,23:45,0,0,0,0,0
17/12/2012,00:00,0,0,0,0,0
17/12/2012,00:15,0,0,0,0,0
17/12/2012,00:30,0,0,0,0,0
17/12/2012,00:45,0,0,0,0,0
17/12/2012,01:00,0,0,0,0,0
17/12/2012,01:15,0,0,0,0,0
17/12/2012,01:30,1,0,0,0,1
17/12/2012,01:45,1,0,1,0,0
17/12/2012,02:00,0,0,0,0,0
17/12/2012,02:15,0,0,0,0,0
17/12/2012,02:30,0,0,0,0,0
17/12/2012,02:45,0,0,0,0,0
17/12/2012,03:00,1,1,0,0,0
17/12/2012,03:15,0,0,0,0,0
17/12/2012,03:30,0,0,0,0,0
17/12/2012,03:45,0,0,0,0,0
17/12/2012,04:00,0,0,0,0,0
17/12/2012,04:15,0,0,0,0,0
17/12/2012,04:30,1,0,1,0,0
17/12/2012,04:45,0,0,0,0,0
17/12/2012,05:00,0,0,0,0,0
17/12/2012,05:15,1,0,1,0,0
17/12/2012,05:30,1,0,1,0,0
17/12/2012,05:45,3,2,0,1,0
17/12/2012,06:00,5,1,2,2,0
17/12/2012,06:15,3,2,0,1,0
17/12/2012,06:30,2,2,0,0,0
17/12/2012,06:45,6,5,0,1,0
17/12/2012,07:00,5,1,2,2,0
17/12/2012,07:15,8,5,2,0,1
17/12/2012,07:30,14,7,4,2,1
17/12/2012,07:45,10,6,1,3,0
17/12/2012,08:00,25,23,1,1,0
17/12/2012,08:15,18,12,0,5,1
17/12/2012,08:30,12,7,0,4,1
17/12/2012,08:45,12,7,0,5,0
17/12/2012,09:00,6,4,0,2,0
17/12/2012,09:15,5,5,0,0,0
17/12/2012,09:30,10,3,3,3,1
17/12/2012,09:45,5,3,1,1,0
17/12/2012,10:00,3,3,0,0,0
17/12/2012,10:15,6,2,3,1,0
17/12/2012,10:30,0,0,0,0,0
17/12/2012,10:45,4,2,0,2,0
17/12/2012,11:00,7,1,4,1,1
17/12/2012,11:15,4,3,1,0,0
17/12/2012,11:30,6,3,2,0,1
17/12/2012,11:45,0,0,0,0,0
17/12/2012,12:00,2,2,0,0,0
17/12/2012,12:15,15,6,8,1,0
17/12/2012,12:30,6,5,1,0,0
17/12/2012,12:45,6,2,4,0,0
17/12/2012,13:00,4,2,2,0,0
17/12/2012,13:15,8,2,5,0,1
17/12/2012,13:30,5,1,3,1,0
17/12/2012,13:45,3,2,1,0,0
17/12/2012,14:00,6,2,3,0,1
17/12/2012,14:15,6,2,1,2,1
17/12/2012,14:30,4,1,3,0,0
17/12/2012,14:45,4,2,1,0,1
17/12/2012,15:00,5,0,2,2,1
17/12/2012,15:15,1,0,1,0,0
17/12/2012,15:30,1,0,0,1,0
17/12/2012,15:45,5,1,3,0,1
17/12/2012,16:00,7,1,4,0,2
17/12/2012,16:15,3,0,0,0,3
17/12/2012,16:30,13,1,5,3,4
17/12/2012,16:45,7,1,4,1,1
17/12/2012,17:00,11,2,5,0,4
17/12/2012,17:15,8,0,4,0,4
17/12/2012,17:30,11,1,6,0,4
17/12/2012,17:45,19,0,13,1,5
17/12/2012,18:00,10,5,2,0,3
17/12/2012,18:15,11,3,6,0,2
17/12/2012,18:30,10,0,7,0,3
17/12/2012,18:45,9,2,6,0,1
17/12/2012,19:00,6,1,4,0,1
17/12/2012,19:15,5,2,2,0,1
17/12/2012,19:30,8,1,4,1,2
17/12/2012,19:45,6,0,4,0,2
17/12/2012,20:00,3,0,2,0,1
17/12/2012,20:15,4,1,2,0,1
17/12/2012,20:30,3,2,0,0,1
17/12/2012,20:45,2,0,1,0,1
17/12/2012,21:00,2,0,1,0,1
17/12/2012,21:15,0,0,0,0,0
17/12/2012,21:30,0,0,0,0,0
17/12/2012,21:45,1,0,1,0,0
17/12/2012,22:00,4,0,3,0,1
17/12/2012,22:15,2,0,1,0,1
17/12/2012,22:30,0,0,0,0,0
17/12/2012,22:45,2,1,0,0,1
17/12/2012,23:00,2,0,1,0,1
17/12/2012,23:15,0,0,0,0,0
17/12/2012,23:30,3,1,2,0,0
17/12/2012,23:45,0,0,0,0,0
18/12/2012,00:00,0,0,0,0,0
18/12/2012,00:15,0,0,0,0,0
18/12/2012,00:30,0,0,0,0,0
18/12/2012,00:45,2,0,1,0,1
18/12/2012,01:00,0,0,0,0,0
18/12/2012,01:15,0,0,0,0,0
18/12/2012,01:30,0,0,0,0,0
18/12/2012,01:45,0,0,0,0,0
18/12/2012,02:00,0,0,0,0,0
18/12/2012,02:15,0,0,0,0,0
18/12/2012,02:30,0,0,0,0,0
18/12/2012,02:45,0,0,0,0,0
18/12/2012,03:00,0,0,0,0,0
18/12/2012,03:15,0,0,0,0,0
18/12/2012,03:30,0,0,0,0,0
18/12/2012,03:45,0,0,0,0,0
18/12/2012,04:00,0,0,0,0,0
18/12/2012,04:15,0,0,0,0,0
18/12/2012,04:30,0,0,0,0,0
18/12/2012,04:45,0,0,0,0,0
18/12/2012,05:00,1,0,1,0,0
18/12/2012,05:15,1,1,0,0,0
18/12/2012,05:30,4,4,0,0,0
18/12/2012,05:45,5,4,1,0,0
18/12/2012,06:00,5,3,2,0,0
18/12/2012,06:15,6,5,1,0,0
18/12/2012,06:30,11,3,5,3,0
18/12/2012,06:45,5,4,0,1,0
18/12/2012,07:00,9,3,6,0,0
18/12/2012,07:15,16,10,1,4,1
18/12/2012,07:30,12,5,2,5,0
18/12/2012,07:45,24,11,1,8,4
18/12/2012,08:00,15,8,0,5,2
18/12/2012,08:15,25,12,0,10,3
18/12/2012,08:30,20,14,1,3,2
18/12/2012,08:45,20,10,0,10,0
18/12/2012,09:00,24,6,2,15,1
18/12/2012,09:15,6,2,2,1,1
18/12/2012,09:30,8,2,2,4,0
18/12/2012,09:45,6,5,0,0,1
18/12/2012,10:00,10,5,2,3,0
18/12/2012,10:15,10,5,4,1,0
18/12/2012,10:30,1,1,0,0,0
18/12/2012,10:45,5,3,0,1,1
18/12/2012,11:00,1,0,1,0,0
18/12/2012,11:15,6,2,3,1,0
18/12/2012,11:30,6,2,3,1,0
18/12/2012,11:45,4,1,1,2,0
18/12/2012,12:00,6,2,2,2,0
18/12/2012,12:15,10,2,1,3,4
18/12/2012,12:30,9,1,4,1,3
18/12/2012,12:45,11,5,4,1,1
18/12/2012,13:00,8,3,2,1,2
18/12/2012,13:15,9,1,7,0,1
18/12/2012,13:30,7,4,2,1,0
18/12/2012,13:45,7,2,1,2,2
18/12/2012,14:00,4,2,2,0,0
18/12/2012,14:15,3,2,1,0,0
18/12/2012,14:30,3,2,0,0,1
18/12/2012,14:45,3,0,2,0,1
18/12/2012,15:00,9,3,4,0,2
18/12/2012,15:15,7,2,5,0,0
18/12/2012,15:30,7,5,1,0,1
18/12/2012,15:45,7,2,2,0,3
18/12/2012,16:00,6,1,2,1,2
18/12/2012,16:15,9,0,6,0,3
18/12/2012,16:30,15,2,9,0,4
18/12/2012,16:45,16,4,9,0,3
18/12/2012,17:00,13,1,5,2,5
18/12/2012,17:15,22,5,9,1,7
18/12/2012,17:30,13,0,7,0,6
18/12/2012,17:45,15,4,4,3,4
18/12/2012,18:00,21,7,9,1,4
18/12/2012,18:15,17,2,11,2,2
18/12/2012,18:30,17,1,7,1,8
18/12/2012,18:45,8,0,4,0,4
18/12/2012,19:00,11,0,6,0,5
18/12/2012,19:15,9,1,4,1,3
18/12/2012,19:30,6,4,2,0,0
18/12/2012,19:45,7,3,1,1,2
18/12/2012,20:00,5,0,1,0,4
18/12/2012,20:15,3,1,1,0,1
18/12/2012,20:30,8,1,6,1,0
18/12/2012,20:45,2,0,1,1,0
18/12/2012,21:00,6,0,4,1,1
18/12/2012,21:15,4,1,2,0,1
18/12/2012,21:30,3,0,2,0,1
18/12/2012,21:45,0,0,0,0,0
18/12/2012,22:00,2,0,2,0,0
